name,sport,nationality,sex,date_of_birth,age (at start of games),height,weight
Yannick Agnel,aquatics,FRA,male,09/06/1992,24.2,2.01,80
Konstadinos Baniotis,athletics,GRE,male,06/11/1986,29.8,2.01,80
Mohamed Amer,fencing,EGY,male,18/12/1997,18.6,1.99,80
Oussama Oueslati,taekwondo,TUN,male,24/03/1996,20.4,1.99,80
Ruslan Zhaparov,taekwondo,KAZ,male,27/05/1996,20.2,1.98,80
Milad Beigi Harchegani,taekwondo,AZE,male,01/03/1991,25.4,1.97,80
Ahmed El Kotb,volleyball,EGY,male,23/07/1991,25.1,1.97,80
William Fox-Pitt,equestrian,GBR,male,02/01/1969,47.6,1.96,80
Fitzroy Dunkley,athletics,JAM,male,20/05/1993,23.2,1.96,80
Merdan Atayev,aquatics,TKM,male,08/05/1995,21.3,1.96,80
Taylor Sander,volleyball,USA,male,17/03/1992,24.4,1.96,80
Brendon Rodney,athletics,CAN,male,09/04/1992,24.3,1.95,80
Samuel Schachter,volleyball,CAN,male,08/05/1990,26.3,1.95,80
Benoit Paire,tennis,FRA,male,08/05/1989,27.3,1.94,80
Chris Baker,athletics,GBR,male,02/02/1991,25.5,1.94,80
Clarke Johnstone,equestrian,NZL,male,26/04/1987,29.3,1.94,80
Andriy Protsenko,athletics,UKR,male,20/05/1988,28.2,1.94,80
Aldemir da Silva Junior,athletics,BRA,male,08/06/1992,24.2,1.93,80
Miguel Duran Navia,aquatics,ESP,male,02/09/1995,20.9,1.93,80
Frances Houghton,rowing,GBR,female,19/09/1980,35.9,1.93,80
Christoph Fildebrandt,aquatics,GER,male,27/05/1989,27.2,1.93,80
Jacob Stockmann,hockey,NED,male,24/07/1984,32.1,1.93,80
Rumen Dimitrov,athletics,BUL,male,19/09/1986,29.9,1.92,80
Ryan Cochrane,aquatics,CAN,male,29/10/1988,27.8,1.92,80
Jiri Beran,fencing,CZE,male,18/01/1982,34.6,1.92,80
Karel Lavicky,sailing,CZE,male,08/11/1985,30.8,1.92,80
Luca Dotto,aquatics,ITA,male,18/04/1990,26.3,1.92,80
Robin de Kruijf,volleyball,NED,female,05/05/1991,25.3,1.92,80
Alexander Shibaev,table tennis,RUS,male,09/09/1990,25.9,1.92,80
Peer Borsky,fencing,SUI,male,05/11/1990,25.8,1.92,80
Aliaksandr Buikevich,fencing,BLR,male,19/11/1984,31.7,1.91,80
Grigor Dimitrov,tennis,BUL,male,16/05/1991,25.2,1.91,80
Zetao Ning,aquatics,CHN,male,06/03/1993,23.4,1.91,80
Felipe Aguilar,football,COL,male,20/01/1993,23.6,1.91,80
Adrian Eduardo Goide Arredondo,volleyball,CUB,male,26/06/1998,18.1,1.91,80
Michal Balner,athletics,CZE,male,12/09/1982,33.9,1.91,80
Sergio Rodriguez,basketball,ESP,male,12/06/1986,30.2,1.91,80
Enzo Lefort,fencing,FRA,male,29/09/1991,24.9,1.91,80
Ian Stannard,cycling,GBR,male,25/05/1987,29.2,1.91,80
Lutalo Muhammad,taekwondo,GBR,male,03/06/1991,25.2,1.91,80
Michal Kubiak,volleyball,POL,male,23/02/1988,28.5,1.91,80
Joel Pereira,football,POR,male,28/06/1996,20.1,1.91,80
Diana Reyes,volleyball,PUR,female,29/04/1993,23.3,1.91,80
Anthony Ervin,aquatics,USA,male,26/05/1981,35.2,1.91,80
Farid Chaal,football,ALG,male,03/07/1994,22.1,1.9,80
Robin Seidl,volleyball,AUT,male,21/01/1990,26.6,1.9,80
Mikita Tsmyh,aquatics,BLR,male,15/04/1997,19.3,1.9,80
Damiris Dantas,basketball,BRA,female,17/11/1992,23.7,1.9,80
Diogo Sclebin,triathlon,BRA,male,06/05/1982,34.3,1.9,80
Andreas Maxso,football,DEN,male,18/03/1994,22.4,1.9,80
Imanol Erviti Ollo,cycling,ESP,male,15/11/1983,32.7,1.9,80
Jaak-Heinrich Jagor,athletics,EST,male,11/05/1990,26.3,1.9,80
Jean Baptiste Bernaz,sailing,FRA,male,18/07/1987,29.1,1.9,80
Gregor Traber,athletics,GER,male,02/12/1992,23.7,1.9,80
Piero Codia,aquatics,ITA,male,22/10/1989,26.8,1.9,80
Bruno Varela,football,POR,male,04/11/1994,21.8,1.9,80
Tiago Ilori,football,POR,male,26/02/1993,23.5,1.9,80
Tobias Figueiredo,football,POR,male,02/02/1994,22.5,1.9,80
Marie-Sadio Rosche,basketball,SEN,female,10/08/1987,29,1.9,80
Silvio Fernandez,fencing,VEN,male,09/01/1979,37.6,1.9,80
Julio Peralta,tennis,CHI,male,09/09/1981,34.9,1.89,80
Mamdouh Taha Abouebaid,handball,EGY,male,01/01/1988,28.6,1.89,80
Christian Ahlmann,equestrian,GER,male,17/12/1974,41.7,1.89,80
Dongseon Kim,equestrian,KOR,male,30/05/1989,27.2,1.89,80
Ladislav Skantar,canoe,SVK,male,11/02/1983,33.5,1.89,80
Ali Suljic,football,SWE,male,18/09/1997,18.9,1.89,80
Peder Fredricson,equestrian,SWE,male,30/01/1972,44.5,1.89,80
Ahmed Akram,aquatics,EGY,male,20/10/1996,19.8,1.88,80
Albert Ramos-Vinolas,tennis,ESP,male,17/01/1988,28.6,1.88,80
Dan Wallace,aquatics,GBR,male,14/04/1993,23.3,1.88,80
Nils Petersen,football,GER,male,06/12/1988,27.7,1.88,80
Ahmad Hazer,athletics,LIB,male,04/09/1989,26.9,1.88,80
Jorge Barajas,volleyball,MEX,male,07/05/1991,25.3,1.88,80
Rutger van Schaardenburg,sailing,NED,male,08/10/1987,28.8,1.88,80
Antwon Hicks,athletics,NGR,male,12/03/1983,33.4,1.88,80
Tega Odele,athletics,NGR,male,06/12/1995,20.7,1.88,80
Edgar Ie,football,POR,male,01/05/1994,22.3,1.88,80
Devon Myles William Brown,aquatics,RSA,male,21/05/1992,24.2,1.88,80
Aleksandr Krasnykh,aquatics,RUS,male,19/06/1995,21.1,1.88,80
Artem Ermakov,volleyball,RUS,male,16/03/1982,34.4,1.88,80
Victoria Zhilinskayte,handball,RUS,female,06/03/1989,27.4,1.88,80
Richard Nagy,aquatics,SVK,male,09/03/1993,23.4,1.88,80
Astrit Ajdarevic,football,SWE,male,17/04/1990,26.3,1.88,80
Fredrik Petersen,handball,SWE,male,27/08/1983,33,1.88,80
Richard Thompson,athletics,TTO,male,06/07/1985,31.1,1.88,80
Emily Regan,rowing,USA,female,10/06/1988,28.2,1.88,80
Grant Irvine,aquatics,AUS,male,17/03/1991,25.4,1.87,80
Bruno Fratus,aquatics,BRA,male,30/06/1989,27.1,1.87,80
Mathias Muller,hockey,GER,male,03/04/1992,24.4,1.87,80
Filippo Magnini,aquatics,ITA,male,02/02/1982,34.5,1.87,80
Martina Guiggi,volleyball,ITA,female,01/05/1984,32.3,1.87,80
Riccardo de Luca,modern pentathlon,ITA,male,22/03/1986,30.4,1.87,80
Deividas Margevicius,aquatics,LTU,male,26/04/1995,21.3,1.87,80
Grzegorz Lomacz,volleyball,POL,male,01/10/1987,28.9,1.87,80
Piotr Pazinski,taekwondo,POL,male,07/08/1987,29,1.87,80
Paciencia,football,POR,male,01/08/1994,22,1.87,80
Gabriela Perianu,handball,ROU,female,20/06/1994,22.1,1.87,80
Luigi Teilemb,rowing,VAN,male,25/02/1992,24.5,1.87,80
Aran Zalewski,hockey,AUS,male,21/03/1991,25.4,1.86,80
Iain Jensen,sailing,AUS,male,23/05/1988,28.2,1.86,80
Marcio Carvalho Jorge,equestrian,BRA,male,28/01/1975,41.5,1.86,80
Rodrigo Dourado,football,BRA,male,17/06/1994,22.2,1.86,80
Uilson,football,BRA,male,28/04/1994,22.3,1.86,80
Biao Chai,badminton,CHN,male,10/10/1990,25.8,1.86,80
Marin Draganja,tennis,CRO,male,13/05/1991,25.2,1.86,80
Ander Elosegi,canoe,ESP,male,14/11/1987,28.7,1.86,80
Tony Parker,basketball,FRA,male,17/05/1982,34.2,1.86,80
John Jermyn,hockey,IRL,male,30/03/1982,34.4,1.86,80
Hiroki Ogita,athletics,JPN,male,30/12/1987,28.6,1.86,80
Yongwoo Park,football,KOR,male,10/09/1993,22.9,1.86,80
Juozas Bernotas,sailing,LTU,male,23/04/1989,27.3,1.86,80
Jorge Quinones,volleyball,MEX,male,13/11/1981,34.8,1.86,80
Maksim Inic,aquatics,MNE,male,26/05/1996,20.2,1.86,80
Eelco Sintnicolaas,athletics,NED,male,07/04/1987,29.4,1.86,80
Simon Child,hockey,NZL,male,16/04/1988,28.3,1.86,80
Szymon Staskiewicz,modern pentathlon,POL,male,03/01/1987,29.6,1.86,80
Pite,football,POR,male,22/08/1994,22,1.86,80
Amini Tuitavake Fonua,aquatics,TGA,male,14/12/1989,26.7,1.86,80
Ramil Guliyev,athletics,TUR,male,29/05/1990,26.2,1.86,80
Justin Gatlin,athletics,USA,male,10/02/1982,34.5,1.86,80
Scott Keach,equestrian,AUS,male,21/04/1965,51.3,1.85,80
Jiwei Zhao,basketball,CHN,male,25/08/1995,21,1.85,80
Eslam Eissa,handball,EGY,male,02/07/1988,28.1,1.85,80
Gerardo Menendez Mieres,equestrian,ESP,male,11/09/1976,39.9,1.85,80
Ojie Edoburun,athletics,GBR,male,02/06/1996,20.2,1.85,80
Nikoloz Basilashvili,tennis,GEO,male,23/02/1992,24.5,1.85,80
Erik Heil,sailing,GER,male,10/08/1989,27,1.85,80
Jannik Huth,football,GER,male,15/04/1994,22.3,1.85,80
Max Hess,athletics,GER,male,13/07/1996,20.1,1.85,80
Likourgos-Stefanos Tsakonas,athletics,GRE,male,08/03/1990,26.4,1.85,80
Richard Bohus,aquatics,HUN,male,09/04/1993,23.3,1.85,80
Giovanni de Gennaro,canoe,ITA,male,21/07/1992,24.1,1.85,80
Shota Iizuka,athletics,JPN,male,25/06/1991,25.1,1.85,80
Michal Pietrzak,athletics,POL,male,03/04/1989,27.4,1.85,80
Chico Ramos,football,POR,male,10/04/1995,21.3,1.85,80
Abdalelah Haroun,athletics,QAT,male,01/01/1997,19.6,1.85,80
Albert Gaun,taekwondo,RUS,male,21/06/1992,24.1,1.85,80
Aleksandr Popkov,aquatics,RUS,male,27/12/1994,21.6,1.85,80
Yassine Trabelsi,taekwondo,TUN,male,12/07/1990,26.1,1.85,80
Thanh An Vu,fencing,VIE,male,07/08/1992,24,1.85,80
Hayder Shkara,taekwondo,AUS,male,21/05/1990,26.2,1.84,80
Fernando Scavasin,fencing,BRA,male,24/11/1984,31.7,1.84,80
Qifeng Pu,shooting,CHN,male,03/01/1986,30.6,1.84,80
Christelle Tchoudjang Nana,volleyball,CMR,female,07/07/1989,27.1,1.84,80
Laetitia Crescence Moma Bassoko,volleyball,CMR,female,09/10/1993,22.8,1.84,80
Robbie Renwick,aquatics,GBR,male,21/07/1988,28.1,1.84,80
Robin Erewa,athletics,GER,male,24/06/1991,25.1,1.84,80
Ahmed Ibrahim,football,IRQ,male,25/02/1992,24.5,1.84,80
Myriam Fatime Sylla,volleyball,ITA,female,08/01/1995,21.6,1.84,80
Khader Ghetrich Baqlah,aquatics,JOR,male,15/09/1998,17.9,1.84,80
Anna Wierzbowska,rowing,POL,female,08/12/1990,25.7,1.84,80
Alexey Yakimenko,fencing,RUS,male,31/10/1983,32.8,1.84,80
Henri Hurskainen,badminton,SWE,male,13/09/1986,29.9,1.84,80
Jenny Alm,handball,SWE,female,10/04/1989,27.3,1.84,80
Guido Pella,tennis,ARG,male,17/05/1990,26.2,1.83,80
David Obernosterer,badminton,AUT,male,30/05/1989,27.2,1.83,80
Ruslan Lunev,shooting,AZE,male,25/07/1989,27,1.83,80
Cameron Pimentel,sailing,BER,male,13/04/1991,25.3,1.83,80
Richard Hildreth,hockey,CAN,male,03/06/1984,32.2,1.83,80
Taylor Curran,hockey,CAN,male,19/05/1992,24.2,1.83,80
Chris Adcock,badminton,GBR,male,27/04/1989,27.3,1.83,80
Craig Benson,aquatics,GBR,male,30/04/1994,22.3,1.83,80
Hubertus Schmidt,equestrian,GER,male,08/10/1959,56.9,1.83,80
Gergo Kis,aquatics,HUN,male,19/01/1988,28.6,1.83,80
Mark Kyle,equestrian,IRL,male,05/06/1973,43.2,1.83,80
Shane O'Donoghue,hockey,IRL,male,24/11/1992,23.7,1.83,80
Raphael Stacchiotti,aquatics,LUX,male,09/03/1992,24.4,1.83,80
Aaron Cook,taekwondo,MDA,male,02/01/1991,25.6,1.83,80
Bob de Voogd,hockey,NED,male,16/09/1988,27.9,1.83,80
Baard Magnus Nesteng,archery,NOR,male,14/05/1979,37.3,1.83,80
Sam Webster,cycling,NZL,male,16/07/1991,25.1,1.83,80
Arturo Rivarola Trappe,rowing,PAR,male,02/11/1989,26.8,1.83,80
Filippa Idehn,handball,SWE,female,15/08/1990,26,1.83,80
Fernando Luna,rugby sevens,ARG,male,12/05/1990,26.3,1.82,80
Alexander Peya,tennis,AUT,male,27/06/1980,36.1,1.82,80
Jure Meglic,canoe,AZE,male,18/10/1984,31.8,1.82,80
Glenn Surgeloose,aquatics,BEL,male,04/09/1989,26.9,1.82,80
Emerson Duarte,shooting,BRA,male,18/10/1971,44.8,1.82,80
Barbora Spotakova,athletics,CZE,female,30/06/1981,35.1,1.82,80
Jenna Laukkanen,aquatics,FIN,female,02/03/1995,21.4,1.82,80
Holder da Silva,athletics,GBS,male,12/01/1988,28.6,1.82,80
Avtandili Tchrikishvili,judo,GEO,male,18/03/1991,25.4,1.82,80
Junya Koga,aquatics,JPN,male,19/07/1987,29.1,1.82,80
Tsukasa Shiotani,football,JPN,male,05/12/1988,27.7,1.82,80
Kayla Imrie,canoe,NZL,female,04/02/1992,24.5,1.82,80
Bogna Jozwiak,fencing,POL,female,25/04/1983,33.3,1.82,80
Marcin Pochwala,canoe,POL,male,14/02/1984,32.5,1.82,80
Bruno Fernandes,football,POR,male,08/09/1994,21.9,1.82,80
Valmir Berisha,football,SWE,male,06/06/1996,20.2,1.82,80
Sebnem Nezahat Kimyacioglu,basketball,TUR,female,14/06/1983,33.2,1.82,80
Shane Rose,equestrian,AUS,male,24/04/1973,43.3,1.81,80
Francisco Cortes,hockey,ESP,male,29/03/1983,33.4,1.81,80
Joaquin Blanco Albalat,sailing,ESP,male,25/06/1989,27.1,1.81,80
Dimitri Bascou,athletics,FRA,male,20/07/1987,29.1,1.81,80
Thomas Ploessel,sailing,GER,male,29/04/1988,28.3,1.81,80
Oleg Tarnovschi,canoe,MDA,male,10/04/1992,24.3,1.81,80
Dimitri Juliet,athletics,NED,male,28/03/1996,20.4,1.81,80
Krzysztof Maksel,cycling,POL,male,04/07/1991,25.1,1.81,80
Travis Stevens,judo,USA,male,28/02/1986,30.5,1.81,80
Tyson Gay,athletics,USA,male,09/08/1982,34,1.81,80
Emmanuel Zapata,modern pentathlon,ARG,male,07/10/1986,29.8,1.8,80
Juan Vivaldi,hockey,ARG,male,17/07/1979,37.1,1.8,80
Rodrigo Etchart,rugby sevens,ARG,male,24/01/1994,22.5,1.8,80
Matt Gohdes,hockey,AUS,male,08/05/1990,26.3,1.8,80
Yuliya Leantsiuk,athletics,BLR,female,31/01/1984,32.5,1.8,80
Anthony Romaniw,athletics,CAN,male,15/09/1991,24.9,1.8,80
Bin Yang,wrestling,CHN,male,10/07/1989,27.1,1.8,80
Anders Dahl,equestrian,DEN,male,11/03/1976,40.4,1.8,80
Alexander Sigurbjornsson,rowing,ESP,male,13/12/1988,27.7,1.8,80
Mario Fernandez,hockey,ESP,male,26/04/1992,24.3,1.8,80
Alexandre Ayache,equestrian,FRA,male,20/09/1982,33.9,1.8,80
Lucas Daniel,archery,FRA,male,01/01/1995,21.6,1.8,80
Paul Kibikai,judo,GAB,male,04/04/1991,25.4,1.8,80
Edward Ling,shooting,GBR,male,07/03/1983,33.4,1.8,80
Jon Schofield,canoe,GBR,male,10/05/1985,31.3,1.8,80
Kevin Cordon,badminton,GUA,male,28/11/1986,29.7,1.8,80
Miguel Ferrera,taekwondo,HON,male,25/05/1981,35.2,1.8,80
Padraig McCarthy,equestrian,IRL,male,18/07/1977,39.1,1.8,80
Gal Nevo,aquatics,ISR,male,29/06/1987,29.1,1.8,80
Yohan Blake,athletics,JAM,male,26/12/1989,26.6,1.8,80
Kenji Kobase,aquatics,JPN,male,31/07/1987,29,1.8,80
Seunghwa Jung,fencing,KOR,male,27/03/1981,35.4,1.8,80
Lkhamdegd Purevjargal,judo,MGL,female,18/09/1986,29.9,1.8,80
Sergio Oliveira,football,POR,male,02/06/1992,24.2,1.8,80
Kamal Aldin Mallash,handball,QAT,male,01/01/1992,24.6,1.8,80
Amadou Ndiaye,athletics,SEN,male,06/12/1992,23.7,1.8,80
Frida Tegstedt,handball,SWE,female,17/07/1987,29.1,1.8,80
Yusuf Dikec,shooting,TUR,male,01/01/1973,43.6,1.8,80
Daryna Verkhogliad,rowing,UKR,female,22/02/1992,24.5,1.8,80
Mikola Milchev,shooting,UKR,male,03/11/1967,48.8,1.8,80
Tamara Horacek,handball,FRA,female,05/11/1995,20.8,1.79,80
Nick Thompson,sailing,GBR,male,05/05/1986,30.3,1.79,80
Henri Junghaenel,shooting,GER,male,05/02/1988,28.5,1.79,80
Nasreddine Megdich,handball,QAT,male,29/08/1991,25,1.79,80
Ning Gao,table tennis,SIN,male,11/10/1982,33.8,1.79,80
Rowie Webster,aquatics,AUS,female,27/12/1987,28.6,1.78,80
Aline da Silva Ferreira,wrestling,BRA,female,18/10/1986,29.8,1.78,80
Ivan Endericao,aquatics,ECU,male,28/10/1991,24.8,1.78,80
Serghei Tarnovschi,canoe,MDA,male,24/06/1997,19.1,1.78,80
Jahir Ocampo,aquatics,MEX,male,12/01/1990,26.6,1.78,80
Chloe Tipple,shooting,NZL,female,05/06/1991,25.2,1.78,80
Kyle Dodd,cycling,RSA,male,11/02/1994,22.5,1.78,80
Stefano Raffaele Marcia,sailing,RSA,male,23/11/1993,22.7,1.78,80
Martina Ratej,athletics,SLO,female,02/11/1981,34.8,1.78,80
Mark Overgaard Madsen,wrestling,DEN,male,23/09/1984,31.9,1.77,80
Yuliya Lobzhenidze,archery,GEO,female,23/08/1977,39,1.77,80
Hussein Al-Aameri,judo,IRQ,male,24/11/1990,25.7,1.77,80
Davide Manenti,athletics,ITA,male,16/04/1989,27.3,1.77,80
Niccolo Campriani,shooting,ITA,male,06/11/1987,28.8,1.77,80
Kenichi Hayakawa,badminton,JPN,male,05/04/1986,30.4,1.77,80
Martina Hrasnova,athletics,SVK,female,21/03/1983,33.4,1.77,80
Lachlan Tame,canoe,AUS,male,14/11/1988,27.7,1.76,80
Abdel Aziz Mehelba,shooting,EGY,male,10/12/1988,27.7,1.76,80
Sergio Garcia,golf,ESP,male,09/01/1980,36.6,1.76,80
Michael D'Almeida,cycling,FRA,male,03/09/1987,28.9,1.76,80
Roger Yves Bost,equestrian,FRA,male,21/10/1965,50.8,1.76,80
Paul Drinkhall,table tennis,GBR,male,16/01/1990,26.6,1.76,80
Robert Mike,canoe,HUN,male,08/05/1984,32.3,1.76,80
Sardar Singh,hockey,IND,male,15/07/1986,30.1,1.76,80
Kazunari Watanabe,cycling,JPN,male,12/08/1983,33,1.76,80
Mike Rodgers,athletics,USA,male,24/04/1985,31.3,1.76,80
Pol Arias Dourdet,aquatics,AND,male,08/08/1996,20,1.75,80
Lautaro Giannetti,football,ARG,male,13/11/1993,22.7,1.75,80
Heather Steacy,athletics,CAN,female,14/04/1988,28.3,1.75,80
Rusila Nagasau,rugby sevens,FIJ,female,04/08/1987,29,1.75,80
Zelimkhan Khadjiev,wrestling,FRA,male,20/05/1994,22.2,1.75,80
Jennifer McIntosh,shooting,GBR,female,17/06/1991,25.2,1.75,80
Marcus Ellis,badminton,GBR,male,14/09/1989,26.9,1.75,80
Zsanett Nemeth,wrestling,HUN,female,21/01/1994,22.6,1.75,80
Ricardo Esgaio,football,POR,male,16/05/1993,23.2,1.75,80
Amy Sene,athletics,SEN,female,06/04/1986,30.4,1.75,80
Colin Cheng,sailing,SIN,male,10/09/1989,26.9,1.75,80
Dragana Tomasevic,athletics,SRB,female,04/06/1982,34.2,1.75,80
Angel Correa,football,ARG,male,09/03/1995,21.4,1.74,80
Ruben Voisard Rezola,canoe,ARG,male,21/04/1991,25.3,1.74,80
Eugene Wang,table tennis,CAN,male,13/11/1985,30.7,1.74,80
Jakob Makarashvili,wrestling,GEO,male,28/12/1985,30.6,1.74,80
Andre Link,shooting,GER,male,13/12/1994,21.7,1.74,80
Seungyun Lee,archery,KOR,male,18/04/1995,21.3,1.74,80
Alexey Alipov,shooting,RUS,male,07/08/1975,41,1.74,80
Andrey Mitin,equestrian,RUS,male,05/04/1970,46.4,1.74,80
Denis Koulakov,shooting,RUS,male,21/11/1982,33.7,1.74,80
Marko Tomicevic,canoe,SRB,male,19/04/1990,26.3,1.74,80
Fabian Gomez,golf,ARG,male,27/10/1978,37.8,1.73,80
Vincent Inigo,rugby sevens,FRA,male,10/02/1983,33.5,1.73,80
Serge Gnabry,football,GER,male,14/07/1995,21.1,1.73,80
Hyeonwoo Kim,wrestling,KOR,male,06/11/1988,27.8,1.73,80
Alice Ingley,archery,AUS,female,13/01/1993,23.6,1.72,80
Catherine Skinner,shooting,AUS,female,11/02/1990,26.5,1.72,80
Jose Carlos Moreira,athletics,BRA,male,28/09/1983,32.9,1.72,80
Ahmed Darwish,shooting,EGY,male,02/07/1981,35.1,1.72,80
Wilfried Bingangoye,athletics,GAB,male,25/03/1985,31.4,1.72,80
Anirban Lahiri,golf,IND,male,29/06/1987,29.1,1.72,80
Mane,football,POR,male,11/03/1994,22.4,1.72,80
Julian Ayala,fencing,MEX,male,06/03/1992,24.4,1.71,80
Bouchra Fatima Zohra Hirech,weightlifting,ALG,female,22/08/2000,16,1.7,80
Andre Silva,rugby sevens,BRA,male,22/03/1988,28.4,1.7,80
Julien Candelon,rugby sevens,FRA,male,08/07/1980,36.1,1.7,80
Saeid Morad Abdvali,wrestling,IRI,male,04/11/1989,26.8,1.7,80
Zalina Marghieva,athletics,MDA,female,05/02/1988,28.5,1.7,80
Unurbat Purevjav,wrestling,MGL,male,15/02/1988,28.5,1.7,80
David Lingmerth,golf,SWE,male,22/07/1987,29.1,1.7,80
Mahlagha Jambozorg,shooting,IRI,female,15/08/1991,25,1.69,80
Natallia Kalnysh,shooting,UKR,female,02/07/1974,42.1,1.67,80
Carolina Rodriguez Gutierrez,cycling,MEX,female,30/09/1993,22.9,1.63,80
Aaron Brown,athletics,CAN,male,27/05/1992,24.2,1.98,79
Ricardo Lucarelli,volleyball,BRA,male,14/02/1992,24.5,1.95,79
Jelena Nikolic,volleyball,SRB,female,13/04/1982,34.3,1.94,79
Jack Conger,aquatics,USA,male,26/09/1994,21.9,1.94,79
Miles Chamley-Watson,fencing,USA,male,03/12/1989,26.7,1.94,79
Changning Zhang,volleyball,CHN,female,06/11/1995,20.8,1.93,79
Breanna Stewart,basketball,USA,female,27/08/1994,22,1.93,79
Tim Erlandsson,football,SWE,male,25/12/1996,19.6,1.92,79
Moises Daniel Hernandez Encarnacion,taekwondo,DOM,male,22/03/1993,23.4,1.91,79
Foluke Akinradewo,volleyball,USA,female,05/10/1987,28.9,1.91,79
Kawika Shoji,volleyball,USA,male,11/11/1987,28.8,1.9,79
Hao Liu,cycling,CHN,male,07/11/1988,27.8,1.89,79
Mamadou Kasse Hann,athletics,FRA,male,10/10/1986,29.8,1.89,79
Pierre-Hugues Herbert,tennis,FRA,male,18/03/1991,25.4,1.89,79
Samuel Gaze,cycling,NZL,male,12/12/1995,20.7,1.89,79
Bradley Adkins,athletics,USA,male,30/12/1993,22.6,1.89,79
Vladimir Malkov,badminton,RUS,male,09/04/1986,30.3,1.88,79
Melker Svard Jacobsson,athletics,SWE,male,08/01/1994,22.6,1.88,79
Boyd Martin,equestrian,USA,male,20/08/1979,37,1.88,79
Christa Harmotto Dietzen,volleyball,USA,female,12/10/1986,29.8,1.88,79
Kelly Murphy,volleyball,USA,female,20/10/1989,26.8,1.88,79
Steele Johnson,aquatics,USA,male,16/06/1996,20.2,1.88,79
Hedvig Rasmussen,rowing,DEN,female,22/12/1993,22.6,1.87,79
Marcin Stolarski,aquatics,POL,male,04/01/1996,20.6,1.87,79
Artur Akhmatkhuzin,fencing,RUS,male,21/05/1988,28.2,1.87,79
Anze Tavcar,aquatics,SLO,male,02/12/1994,21.7,1.87,79
Gauthier Boccard,hockey,BEL,male,26/08/1991,25,1.86,79
Louis Croenen,aquatics,BEL,male,04/01/1994,22.6,1.86,79
Daichi Sugimoto,football,JPN,male,15/07/1993,23.1,1.86,79
Vitaliy Khudyakov,aquatics,KAZ,male,07/08/1994,22,1.86,79
Willem Coertzen,athletics,RSA,male,30/12/1982,33.6,1.86,79
Patrik Kittel,equestrian,SWE,male,10/06/1976,40.2,1.86,79
Sam Kendricks,athletics,USA,male,07/09/1992,23.9,1.86,79
Abdelkadir Salhi,football,ALG,male,19/03/1993,23.4,1.85,79
Elizabeth Gleadle,athletics,CAN,female,05/12/1988,27.7,1.85,79
Mack Darragh,aquatics,CAN,male,08/12/1993,22.7,1.85,79
Tamara Tatham,basketball,CAN,female,19/08/1985,31,1.85,79
Rafael Nadal,tennis,ESP,male,03/06/1986,30.2,1.85,79
Edward Clancy,cycling,GBR,male,12/03/1985,31.4,1.85,79
Jeffrey Julmis,athletics,HAI,male,30/09/1987,28.9,1.85,79
Simone Sabbioni,aquatics,ITA,male,03/10/1996,19.9,1.85,79
Mohamed Sghaier,athletics,TUN,male,18/07/1988,28.1,1.85,79
Rene Pranz,fencing,AUT,male,04/09/1985,30.9,1.84,79
Julian Fletcher,aquatics,BER,male,08/10/1990,25.8,1.84,79
Hans Podlipnik-Castillo,tennis,CHI,male,09/01/1988,28.6,1.84,79
Fie Udby Erichsen,rowing,DEN,female,23/04/1985,31.3,1.84,79
Renjith Maheswary,athletics,IND,male,30/01/1986,30.5,1.84,79
Gabriele Detti,aquatics,ITA,male,29/08/1994,22,1.84,79
Shinnosuke Nakatani,football,JPN,male,24/03/1996,20.4,1.84,79
Maarten Brzoskowski,aquatics,NED,male,19/09/1995,20.9,1.84,79
Rogier Hofman,hockey,NED,male,05/09/1986,29.9,1.84,79
Kwandakwensizwa Mngonyama,football,RSA,male,25/09/1993,22.9,1.84,79
Alexander Bryukhankov,triathlon,RUS,male,12/04/1987,29.3,1.84,79
John Millman,tennis,AUS,male,14/06/1989,27.2,1.83,79
Luan Garcia,football,BRA,male,10/05/1993,23.3,1.83,79
Keyuan Shang,aquatics,CHN,male,04/02/1995,21.5,1.83,79
Emil Larsen,football,DEN,male,22/06/1991,25.1,1.83,79
Eduardo Solaeche Gomez,aquatics,ESP,male,22/11/1993,22.7,1.83,79
Iain Lewers,hockey,GBR,male,05/01/1984,32.6,1.83,79
Henning Bommel,cycling,GER,male,23/02/1983,33.5,1.83,79
Stephan Feck,aquatics,GER,male,17/02/1990,26.5,1.83,79
Dimitrios Koulouris,aquatics,GRE,male,22/04/1991,25.3,1.83,79
Sreejesh Parattu,hockey,IND,male,08/05/1988,28.3,1.83,79
Matteo Manassero,golf,ITA,male,19/04/1993,23.3,1.83,79
Katsumi Nakamura,aquatics,JPN,male,21/02/1994,22.5,1.83,79
Erick Torres,football,MEX,male,19/01/1993,23.6,1.83,79
Glenn Schuurman,hockey,NED,male,16/04/1991,25.3,1.83,79
Alexey Verbov,volleyball,RUS,male,31/01/1982,34.5,1.83,79
Gerek Meinhardt,fencing,USA,male,27/07/1990,26,1.83,79
Grace Latz,rowing,USA,female,21/02/1988,28.5,1.83,79
Jay Litherland,aquatics,USA,male,24/08/1995,21,1.83,79
Maya Moore,basketball,USA,female,11/06/1989,27.2,1.83,79
David Cubillan,basketball,VEN,male,27/07/1987,29,1.83,79
Heissler Guillent,basketball,VEN,male,17/12/1986,29.7,1.83,79
